customer_id,current_balance,credit_limit,transaction_volume,payment_rate,interest_rate,age,monthly_income,balance_next_month
29,5964.90423173422,19359.521295946506,26.396476181980532,0.7043312338004862,19.759018947951844,23,13692.008121625313,9679.105323192056
30,559.8590859279775,42301.19633678048,65.76328554593337,0.6690539382738758,12.209490102831078,34,17623.99265411162,11611.20452510629
31,6114.69403382424,6665.343562197168,20.611665643214273,0.27909292506349315,18.42541650458265,43,16907.345647822152,3296.3273016837097
32,1788.1888245041862,31832.144531692385,56.96769520258938,0.47650047769205217,10.412878839635313,38,13268.984761654423,5988.428824046501
33,744.0107705542672,15350.397677946637,46.929316182145286,0.7758458185269864,6.624592696133453,25,3355.0168997301253,1124.7817150258481
34,9493.966818808,10425.509859977547,97.22852763352218,0.19123560779784324,24.851635909755267,38,4023.1464891682335,6753.726211909324
35,9659.757127438137,8462.894073314412,61.24419999695019,0.35006749848074104,8.124030158611985,74,2887.5617679768443,6083.122957975499
36,8103.133746352965,36332.99491451629,35.60113083659506,0.34868719761926825,24.768419879269622,28,6634.625896864447,1818.7941614454235
37,3115.67631481637,20294.373369562978,12.295482703905403,0.48881703483505545,24.545598651328945,55,4441.9064088868,5360.587936105093
38,1066.9539286632003,37614.50471879427,15.973436044758522,0.9823318668479666,20.876362078160792,25,6680.86472454381,4075.8453598301026
39,6873.906962470353,7941.035335952407,23.306376065172273,0.16075229201543975,18.18845924163995,59,8931.045002941311,6309.787416131753
40,4457.509688022053,19188.065202377467,25.8456994726895,0.5668308949425356,16.556141005021694,41,18973.69011328044,7069.28659160271
41,1308.1785249633103,29277.108156890175,85.21098972627264,0.2614282138109894,22.322030907556695,78,12986.769076070457,201.09738542579316
42,5002.251410101575,40582.54241775336,56.56105603996997,0.9736088908687697,10.788790432389758,52,17029.528142293322,9155.971197099709
43,440.4463590406621,19343.862631943146,52.815700226062276,0.2019731542547178,14.35362424969754,72,14786.32701282198,8584.870073154716
44,9102.271980579942,33165.11193966541,12.36211831505253,0.4632409021254321,17.387799387330038,31,4025.0563494793714,4458.8079958576145
45,2661.9218178401675,44868.99867062842,86.15382964159406,0.7640964863511456,13.223809517389821,72,15246.567314731079,729.9376332689372
46,6658.970615104421,32713.843468203704,72.55861601763989,0.7340989852247007,13.54972908180536,31,6951.77986806424,9083.6972234421
47,3185.9396532851683,15483.176363913519,7.6991678281001565,0.480455773204539,11.605693350041689,27,13503.941245904714,11466.584409689776
48,5248.673409660327,6098.035170044211,71.0756746257471,0.41187175115744645,16.28463633369072,29,8137.315525573794,2957.803992661969
49,5512.431765498469,44154.44932554184,54.81028351692196,0.4578511406975835,22.01149056030232,55,19958.100738763864,3949.942903470751
50,1930.0591097027177,5957.123488267422,9.090809228931047,0.33784863684277533,9.030567560126258,61,6743.926630942001,2287.373384833598
51,9698.88781486913,44361.57527078897,46.37176351133699,0.28479964483611986,23.68866077506883,72,7024.348473936854,6965.539867803593
52,7773.814951275034,28802.171031224538,48.98493242587465,0.534735727803001,18.78175307496459,63,18752.10060012317,1942.6125963047139
53,9401.039521485473,47258.04643308033,17.4116794761643,0.3416803804608466,21.465464253600604,51,2443.5992834538083,4338.707927190416
54,8958.790769233723,40945.24560981494,94.62411655302795,0.35871549840752515,16.123813852600232,58,14540.401781717545,8394.45486581773
55,6019.209790229743,49907.034974000184,85.14756177658553,0.6910804571271013,20.59033402848127,27,15055.875033245806,6765.380197811246
56,9226.554926728857,20782.031695326958,67.23321139558172,0.9716835985299029,5.324007946789344,75,17054.81439338719,4698.90451550243
57,976.075770314003,39523.47300190071,46.76726053906011,0.6432734805034376,21.367608495590705,34,19539.907591492556,5100.9702615097485
58,2040.2303379495374,23086.8911124159,41.76478861686634,0.16928152035846966,5.802777181707331,34,19560.834544819743,6789.119503216431
59,547.7501602143268,26594.402913675898,65.44637324794446,0.1680252524686603,22.79826752725725,20,3174.9816361963503,169.7902618572195
60,3320.770274556317,33237.745844826655,54.99775507128364,0.9562808987610094,24.839254944772865,79,16793.107809552246,1034.2674345979572
61,3947.905167925872,44315.470138385244,7.165037482306676,0.3675617112766003,10.881349243535556,48,13633.578805832864,10586.97100637984
62,2786.3554145615694,49283.75611396828,51.73776222826284,0.1828602874742279,9.206371125715872,68,13652.15841871564,1026.75997018636
63,8304.5013406041,39572.30362390332,80.83395810605111,0.6391401284353434,20.307267277160815,18,4310.298679064506,8510.962794905012
64,3631.857934266534,23799.50519753002,46.46474788209885,0.6612839004612395,10.060526818405064,29,13703.36899602176,11048.454152897726
65,2881.2516459050694,23961.065102468157,6.143701177872573,0.6836543381068193,22.31124766344407,56,19684.68645082246,3321.1348911906002
66,5472.69122326666,38191.20357150012,78.84154173901928,0.3406618250717872,7.056851843149534,21,18412.734251710044,4508.84810100822
67,1495.14982725015,15744.971559573605,20.935014431461465,0.11359961579302753,7.519103927587166,59,9904.35189448731,6870.164729552123
68,8041.750109464992,9971.335090912758,26.603462653915837,0.9685138325090247,24.583031102012313,30,2719.063519149698,10592.336738699158
69,838.0513724297311,20957.997093834943,17.305928989797295,0.3258037411219923,18.476777965400093,51,8521.282820003686,11308.676488399
70,9870.180672345121,17925.754624433677,33.691291422278255,0.7084236592472928,21.937744488579057,59,16875.025608809992,8900.80265252409
71,7745.2232160369085,18333.865420519556,75.91839906317487,0.7359668828908386,11.48658754703036,38,14626.983826372989,1130.775154170859
72,2067.285247188307,15512.348797245948,52.419200090889795,0.6490066753715371,18.52967499041209,39,10268.185800691215,8062.934450864725
73,154.66895952366374,6894.193533636285,21.283246140920543,0.38161665479228346,16.884836546171943,74,2991.8276328589595,4982.614290284679
74,8173.068141702858,5804.327063003621,87.90517773705204,0.3439866283876592,17.06300240245894,21,9684.105100819448,5701.341893943633
75,7097.887704091409,49447.50753812142,88.0786036402014,0.6379014544324328,18.650649190754432,35,10442.448914921903,684.8658451076068
76,7317.170963605774,24249.791018113807,87.18726407955468,0.8794860702505224,16.50718346258197,22,18713.999592094446,2373.6394582216626
77,7735.576432190863,22294.699122185677,24.64082492677239,0.952060356031056,13.581247386053318,36,13539.54986447887,9507.111929650408
78,833.0420521674946,35584.12772118814,45.67269507391782,0.19531522396338186,10.518453887610937,19,7609.75249978368,5502.110113269531
79,3648.810712588299,14821.424953927888,98.51397595794663,0.2393457513379479,20.371626618264038,29,11455.728760112985,3689.7806754106714
80,1247.1036892987843,47748.25327776014,77.42923515468905,0.9502626329047716,9.525448600063724,34,3188.995540798881,4669.826980183002
81,8644.723916168376,40385.52564869984,3.689574701330422,0.7628817055013133,18.847086123088282,27,19506.228241695262,10267.354208575594
82,6270.651455592823,9023.495104051679,7.455254534788713,0.8946944423467957,9.666656452986533,51,8481.07823475307,9013.088307118987
83,3375.890446041227,23791.134910321776,46.929206304420944,0.28236937072180884,17.50660339908908,23,10601.612388436444,3340.553226454885
84,729.227667831634,44560.32384029741,91.01280038029445,0.6288272839984617,19.941565342580578,25,8395.111536264607,1498.2718985272425
85,3178.724984985056,47512.94100311346,54.33147799731871,0.7310256349757263,9.374277778130784,78,14285.211142091603,3098.778837564453
86,3319.314888064796,26033.06800624414,50.28343829539473,0.7121006969022754,6.198866017226166,68,13920.178849932674,11057.001767551332
87,7323.101165546835,32603.512514481845,11.441896295706428,0.46733652178002827,7.619474859883482,28,14875.80158952444,7020.907170412089
88,6411.81896641661,12516.527574143385,66.02123036770512,0.11385540252217763,17.11993934542051,74,6826.578133014575,6448.414484062916
89,8883.406151505633,49602.58817616395,82.38821289942233,0.6246334511238368,21.98892812451471,29,7682.032660953188,7197.083836340292
90,4774.927759103298,15425.226562254953,38.66158074324867,0.32779138526164786,5.899936424708487,26,4254.522159731743,4455.736362383532
91,1283.9830347891868,47422.92983608066,77.78557324160742,0.5052288215286013,19.683025180832924,19,13799.179493230027,9704.573541802201
92,7161.123393507651,34234.09920465658,96.48318873618035,0.9618229135754356,11.826372919001042,25,2716.348292041746,6327.106366672972
93,7631.7719813072845,32348.15576954866,21.17287945364122,0.45913178587819126,14.57056739839045,75,12758.282039422264,1489.300042948667
94,5656.644255938013,28070.982995742885,52.80963348827939,0.855821445997984,23.577190996911312,28,17654.525927329407,1635.8749854658492
95,7732.575081550154,15380.141527299142,29.42665785037298,0.269686545174326,11.639430094716909,77,18034.978669213404,6488.623843381159
96,4988.576404007468,12943.761440247872,79.4925874843501,0.705214448222526,14.30673867878972,70,10082.67968665931,11245.185595042985
97,5275.0550108817415,14921.87940815789,58.181743222234594,0.9793062589950491,5.273648295213622,53,10267.466387835328,3769.390247946765
98,4332.656081749641,13389.721796491453,63.82365933748007,0.19170379078564312,6.631974400096768,27,3385.4452941443124,10447.539909424697
99,351.6493547665424,40081.3013105039,79.99350180197351,0.10748794800447281,10.17183182269568,38,14073.770457974642,9192.737480288664
100,1168.125127233714,20755.636662502853,40.201076793583034,0.4902245133693529,5.557044816421488,37,16782.669566711218,3048.9680705921915
101,411.14893829866907,7602.920445352836,91.59391677229728,0.1833629347462305,17.62750652096502,65,6403.790982884835,532.4549049632852
102,6400.463071511426,48609.61835633651,53.76985785736785,0.7735459147086082,13.527967136032451,25,9583.415869400564,1311.9824551943545
103,3212.124212655634,44770.36482335415,16.637527460699452,0.923093797463703,15.96290405456044,53,17099.108061774867,8769.077812784539
104,5134.849842530557,46748.852743784584,69.89401269871145,0.49061887543788296,8.492943717926591,46,17788.168417921184,2476.0698826836956
105,9084.908091868321,49770.85201908959,79.53287369338719,0.3328404779398969,10.918640588732323,59,6377.239644756067,4518.123954014186
106,2567.993068573862,12825.286214876927,32.35940602968514,0.49096298710594877,18.276489497054502,29,11910.271421744555,6070.220075476455
107,4162.790938052734,22830.890850619642,85.86074644287655,0.751103036065001,24.306054472607997,78,5464.876711444887,8733.071204556938
108,7579.956271576182,39120.731406684106,90.70818222181087,0.10814874542233388,6.008335472044184,31,3833.817754512018,1447.451556783592
109,2365.1018383670626,36320.92781242065,28.413544250403085,0.6305085905362274,22.807686417105323,65,18400.169025055235,4935.760222801791
110,862.1011073050506,11925.315785293478,98.36862579880699,0.6519625163986411,16.53762402622417,71,16769.135076177965,5872.3676187980755
111,2968.5393838463033,41712.4906245778,14.930441276827084,0.6739194222063419,16.278391335112474,67,15680.62823245713,6535.842061261322
112,1696.0907438146437,15099.82573264973,20.999551171846505,0.3178198719827895,15.005570704155208,38,2877.7937386365275,9838.491632603078
113,9304.006758191474,15071.792667018039,19.238259084564586,0.742647451040314,6.387881718083667,39,17187.118268784634,2142.970521014281
114,8100.3917576877275,29163.84903020361,89.50498129077917,0.18225233769859878,6.797537034723213,38,9884.793366296908,9713.194276736805
115,6370.697189453193,31682.297067876643,65.77496268017123,0.27934330282012076,17.018240113181722,61,8163.112219325473,8345.25328959016
116,8727.459842858405,31103.879352701504,16.058324039005015,0.8897230419890337,11.819171428711165,67,11836.574498456775,6714.862688967616
117,8056.353561301233,9116.90768289897,44.59201841846655,0.7648508356539098,23.34536133155361,47,3644.358369024005,8424.381657790605
118,1947.0435829717549,44485.738818367114,61.9145044819104,0.11237099861021073,13.131810747189444,56,15619.637888343179,5003.011093524711
119,8936.33408505078,16952.001916491772,9.262944413948945,0.3235386343328202,7.865629174052822,37,12483.831383989325,1746.9312730206823
120,5439.4881949649425,10828.171457726188,88.35922047232653,0.2929658346938481,19.29437667004072,41,5358.621743717015,8022.606359157871
121,8093.657536124219,44993.66359410397,80.55675000871199,0.34372569523327534,10.867068428820197,40,5388.179595842821,6343.600449558905
122,8971.303869242583,48004.3174203389,51.01547058408718,0.3228037932518978,15.509406147117863,24,5316.475728308136,7708.560126459029
123,3248.2344022214525,43795.74277694528,96.74553491065787,0.15627366616856117,18.9566557101034,26,3026.0429759348117,4122.185494239031
124,1189.514052824,41428.223362619516,42.35833694823487,0.5130464649371383,23.00528222404141,18,12580.372088690327,10891.712270344047
125,2356.5581091652225,34485.88912875598,98.42692158461328,0.7594601273075486,20.84382389603352,43,17126.267196593144,7089.701436049366
126,4328.367107399938,29788.581677411268,67.12407988155908,0.6460585522456928,18.527221357454483,55,2314.967851772995,1116.2895630613984
127,8198.346182632682,8914.404196013456,63.8324560521402,0.7055845017382718,18.59266364790287,55,2882.0836094829237,5452.667489382701
128,8621.2327742378,23380.394588181443,17.429534634282714,0.17303426068261524,23.91849288064173,71,12309.864980365024,9100.637051449248
129,168.82609225878798,21770.98326555413,88.31084807215976,0.9563416391591085,10.91648194993072,78,16750.92233694894,9550.20128461404
130,5156.398295517901,16688.92026921468,43.3214791041409,0.8546426504587223,5.022241883923748,61,7881.300030235405,5985.704927888729
131,4232.368931172912,37553.90511598632,17.061107172465455,0.8245812866460964,10.439091187963975,39,8293.059178538999,10747.496092892483
132,2298.8673236602294,27314.408078544686,2.248144477600145,0.8406854245375908,9.35782759253488,61,12734.236954941967,3285.254402612141
133,1286.6671366034598,8647.079715844156,56.41581268019988,0.9394394573194852,18.236691702279963,27,6935.832004234646,4986.124497135373
134,3442.3901968959167,14908.24408774151,53.212562590144955,0.589828569502328,17.67423199531058,72,2478.950589398314,10793.303235770743
135,9434.80606873394,35746.644364681815,72.2160086145467,0.2802538160808633,16.869227654094477,79,15234.11332582873,10765.45492601179
136,3299.709027005477,8425.888677063507,89.1355472487624,0.655105247067287,5.3248688641890745,75,13261.698432946156,8259.981949013702
137,5236.027155259324,43304.31113219459,8.861251879659923,0.7685933443011451,19.57556108901295,23,12453.607983001864,10321.86851075442
138,7059.887693062261,27281.593715628846,73.41815254369587,0.7641256540186229,11.47060824970983,34,15350.314321852817,1156.4018767791688
139,3699.9330635550104,26626.39597969916,19.55378246566064,0.5693041217501921,18.301119780132623,68,14154.155076116675,10393.440216872537
140,9720.64261893751,31658.35030967829,85.95952826255923,0.16161284740022025,16.131568570043065,67,5705.875787209781,3915.3768879476984
141,9628.228219926901,42110.643466631715,82.08728787230396,0.4340016445871151,11.854618508558143,55,8344.65884498032,2222.1449978957744
142,2592.644728671105,20651.41435559869,54.53858174356889,0.9286899476170216,7.691525342082155,41,4269.98255021525,2948.5010524703516
143,5022.7602083346155,35510.72686515786,71.31403706370784,0.6260040187816834,6.888377953209619,68,4337.426241521858,5073.825245365256
144,3078.6952671860195,30457.9383798106,32.12066120519109,0.5844987489301421,21.63036666224447,27,14171.523434417706,3089.18485479316
145,2919.9208943369295,17016.27215762396,47.64562199434865,0.34196816294397414,23.36795084163116,73,17454.801925684966,3914.7542735963384
146,465.18077880987465,44538.34938598211,82.3420528733367,0.43160402792492103,17.995760935285993,25,19329.1865095005,1706.243984252541
147,6134.686906400979,40884.17097231177,46.467254520148174,0.9058114802378523,7.0686822972096675,38,13310.24811589,3624.5035101520825
148,5076.522329965729,34630.33255962915,36.422028267218735,0.6998167427741522,13.040544337764814,73,5313.823820497226,6910.177393049814
149,609.6396373748946,43276.177809240886,49.92703227777969,0.8086483240770995,19.578784002103145,23,3901.7062180807525,5358.059126283661
150,2858.599995942453,44028.239043191104,82.99667599128462,0.5089108807608896,20.596417680201363,38,16631.31748766164,4225.953258707343
151,9091.832271069872,36876.33395217657,34.1855966897164,0.6672224975105421,7.364372445821772,74,12417.616574479987,8982.780333399656
152,2471.662717603027,42665.59977636524,18.202397720438636,0.3235452478688868,5.000614376907649,79,13129.130378246957,10732.768659580483
153,1534.4592337031086,36386.215775117766,71.4893880127473,0.7349147472551376,19.2427409176121,56,16066.317597584766,9105.791752538526
154,4945.582326747874,35606.334729213515,82.7718430581001,0.4848412003330036,12.131923519724113,41,14658.99009918413,4050.8083552003823
155,9857.939495694947,32837.512019683294,10.9631103738298,0.49829096333327105,10.089626632365205,50,17020.24855140974,8958.861797266889
156,2496.347187963854,38872.248780093854,24.747537162838526,0.6843900921191934,5.257949395790509,76,3011.8502982778127,1908.5641714412093
157,6754.141919318197,12137.229738188316,15.055226986338397,0.942652559322034,15.805988135229994,35,15455.371461437087,1650.7840582863619
158,7640.034191754304,44639.18416395178,35.4461997466345,0.15760571194775885,22.023014708519636,73,17315.34963179772,4212.961740730291
159,2452.611685524757,44232.95874853544,45.584746911635854,0.8422689136123068,24.15263292545176,45,7150.430764249658,9711.658191624278
160,7309.34185125741,6316.127736555161,75.13380735936734,0.36314479937097377,16.314899012265784,74,13528.050931878552,3031.544142183392
161,3741.053013920607,42161.75377541432,65.46361090328574,0.49952750905574006,15.289226554797883,69,7654.917149065498,852.7155658942871
162,6359.827722876436,10799.144036305035,62.471928180364685,0.11972199589750807,6.7011277097848225,49,19243.479196684173,1667.3434689556254
163,6371.944136532858,20080.348441661386,35.88511971435579,0.37094147005088174,15.977456030851995,29,2601.6243038390676,10319.065125502004
164,5404.169372340109,38457.87153312235,84.30330775539123,0.5523681183671174,12.599581579307893,65,12436.27118899319,7642.021088492723
165,993.8687235386421,12234.19532217387,47.657429572418295,0.15055846961269512,17.142705617671538,59,4997.063846891271,3113.0938441027224
166,8369.494706333457,41808.5160853578,97.9313888635003,0.5419861564448486,12.774526957530934,44,14819.963693188856,6708.020321405358
167,3275.7226432201846,42446.03800809839,63.780071691277946,0.9343995659725846,9.805982469007335,27,5166.025101535917,6378.197506861669
168,1946.533252958557,27836.04801923763,13.50020941488577,0.1948538962970247,6.89930550456753,63,6236.8987141704365,7899.688143443869
169,503.67390139216275,5287.364227257511,67.94157864546797,0.7879966552679539,11.298368891777915,74,10898.674598823645,2874.931897617234
170,5949.840137563594,17916.715992871075,33.1852975277382,0.46870394803839344,6.932896685755045,69,18467.029099943804,10386.395547613332
171,6807.887182238596,32761.7113269084,68.94639247192364,0.6896563430719043,8.53793901647968,59,5810.858698663475,3781.4858887521527
172,264.2195063857759,49153.378011234054,7.894473668078168,0.33421293818670644,24.74672317159092,49,4596.320380125863,8360.166682317218
173,5169.721277162882,33431.60871575007,18.31326228041998,0.24354303628722246,13.882071138132373,59,15661.582973372551,291.8832918293572
174,2342.3081744595856,16691.161147887193,85.71798863167285,0.2444163528441038,15.637435330100331,43,11011.151582010758,4534.6198457403525
175,6487.2106250535535,33530.25663948251,23.490776145327974,0.1634427510788302,22.472370574744307,42,18412.132022871887,4285.346833709818
176,1826.2276471494154,29299.342087213496,83.86707139905107,0.2670820344111187,24.911378009813756,28,4639.062028877161,6567.464700137873
177,6940.283607214413,40093.042781801465,28.648332756986633,0.6977974464900715,16.654288986893633,40,13626.702074414708,965.5615151486384
178,3928.6799283753203,9814.128747213128,64.64530909581205,0.8935215506591573,21.249476420883433,51,6191.824630732671,9502.563347340689
179,9373.626888493673,39246.25561259126,69.72090677747327,0.8327131170320456,11.538820486733506,74,4821.6877157295075,2691.5915410340654
180,1461.457347045333,29356.99604042496,51.75282056136024,0.7166208788870356,11.114879148945821,69,14301.72947283087,8156.749997095922
181,3476.5568753975595,48334.640173654756,31.225756992976397,0.19938867706999241,13.054074419891204,57,12686.323158357198,9658.22426660471
182,1223.3878602818318,20384.247471740873,22.051793260738517,0.36026870166635483,18.450145253472982,79,15586.894250521962,6786.335779274006
183,9254.466820957772,33467.98519102766,4.285746101680196,0.37882618779022215,18.643833785101975,40,7570.326376031282,8916.510159991627
184,8785.659598471711,46941.26474795079,31.090693722831656,0.3249612517578591,11.304788692989016,46,10063.48981487942,7976.137715358565
185,2653.6221143800403,9612.937759580567,65.66311626259701,0.5635050937387508,7.664198482732574,48,9298.490173947532,4330.80458610889
186,6633.842055738372,47175.2819256403,93.89217702639978,0.5819984333917053,17.64792512931017,24,19713.610351397256,9725.416614499427
187,8190.499781992036,35954.8575035366,87.24924374404215,0.4211973776539992,7.566517243775291,57,7260.481221308982,3606.946301637783
188,5596.488034834677,8052.667659732735,76.84041287699496,0.4184102428627924,16.5698501645866,50,7306.710290241804,6897.433721243055
189,5343.540725724464,18543.36051260673,79.05628698207657,0.8457000381154732,18.86844256112618,38,8381.867758914934,8970.23309578432
190,2494.3376799144717,36867.74398903767,66.83350544412353,0.810363563487717,19.01222992788903,19,12162.693463225787,4609.575326768841
191,1021.7174012784022,8030.777066094726,26.7683988990343,0.3770162485126711,20.069442213191934,35,6541.809396747414,3702.9345306473583
192,8982.436003737936,31197.6707079323,90.81230803987715,0.9224095994859334,22.45718843131329,64,18475.218926826932,5566.21752105659
193,9014.138765916972,20564.737562883052,67.40249887867758,0.9575335153022554,14.999179839295769,50,6782.340167592743,9833.765582754928
194,6367.704427005353,32941.19829953647,56.483622467063554,0.39406828782703673,19.604983790591426,54,18124.683168083502,11166.068981433411
195,3456.3949313821367,7058.391521563079,11.987957452134626,0.41898245391374944,17.383454707316734,51,3862.551145638524,6586.492613032693
196,3557.174788665343,44219.156276856935,45.25849883683612,0.5550707380797629,8.732798795953652,37,13818.128643193742,7971.447843351457
197,7286.961220815369,48807.00361298286,46.5754688489907,0.9470087312803062,5.513792897388163,52,18325.739331888384,10848.956104643079
198,8981.391573530513,48599.50348785612,86.59179734274433,0.8886874898280803,10.690827713538676,68,5037.489891168132,1272.7075318140144
199,8882.155600224662,38734.33242843161,55.11817379859106,0.19231116632523082,13.860674126752388,67,19429.88528178659,2861.735076607364
200,7820.767903990476,10853.880805878438,38.65965434807055,0.45345766894427464,17.342118888573125,78,10151.900487479212,8535.91007439383
201,6456.113296927449,39121.84381680602,97.70323252255527,0.5980340707747946,21.999186610064108,71,19022.87195193844,9902.559096756366
202,932.9856534509835,6106.411240646068,11.961338739305251,0.552819225296386,8.924914334123313,35,14182.760785340846,10298.645437133877
203,1700.1242695366764,5995.559818804876,42.83229440288252,0.2744767611432034,7.510995797969542,63,7428.5636577239275,5039.775404573697
204,8995.686466418085,19562.459861729356,5.1604428419691235,0.8729350940513392,24.26959894948655,79,5389.445448507915,1163.1448372732154
205,6103.64769062994,26988.943568209957,74.25050795592611,0.7092467046971536,7.160891187528142,41,7467.230832051789,5309.599579865477
206,191.05081100463352,39668.333801350695,91.88957866771591,0.8541175373666232,14.569821402143784,25,3674.31336672815,2845.74162346394
207,1104.568274373718,35748.29194729273,28.723695625498454,0.872887851414525,16.711274575866035,78,4589.623394179936,3565.2378144598274
208,6668.667514169752,25065.621786953674,85.97582600311297,0.7735202682991658,15.827488418148764,47,3883.887926236661,9289.98392636632
209,150.109680077565,17313.199982674967,29.929604815727878,0.49528954112474566,6.720643140658864,61,9612.98378734804,998.7723237080537
210,1691.9997090332367,49870.602507097,91.16624600274761,0.6494920795138821,6.140538280072388,70,16320.410772636556,9948.216488020355
211,5532.464514729202,24178.158600618783,75.64222845608161,0.24432886550776883,7.1096685492207135,27,4544.9039758941235,5189.262121307612
212,6949.762457157663,25312.416094835397,80.68577090730243,0.7062808757274169,16.71175367745225,40,4345.767797102046,7193.160780097081
213,6554.416469075745,12363.071953625113,2.7826490044449956,0.2613279301653527,15.886897752686423,69,13581.721091311954,1166.86155170458
214,2320.2661636595417,40766.429693746824,96.31822535032858,0.7245546314591411,9.674815840734885,66,5549.293675425193,4114.573032451628
215,7150.574291340605,36215.70016016699,72.940428214962,0.3066383446785718,17.75548283691183,28,3756.980685961849,1167.4409362766648
216,2448.7659662183205,14934.632575494217,31.170358443227197,0.20579617013519796,21.401350041112988,19,5003.274407700397,11542.370302285204
217,3321.4570117767503,8707.14705271292,83.11007182102584,0.2487560411286617,5.831579196931875,75,18627.16512578197,9706.41362698238
218,7490.264910668439,35622.46859336209,28.870598643078065,0.10179292169716325,14.962598870960848,43,16786.482549971435,5569.629776841876
219,6531.365700567425,34453.00464265108,87.40263011704667,0.7468656560681772,18.786208242053807,53,8373.162122391694,2760.870325051686
220,8507.311763892361,17296.67871491942,12.145458650781764,0.7591609441525412,10.046238541393741,50,13804.77381189307,11208.11575247324
221,6610.3676337734,47788.86030126847,70.66491176861878,0.5634400149219335,11.155418105862982,64,11670.962126024686,4200.699489150964
222,5726.255173021169,11797.60513014051,54.52914918784612,0.24522652094984534,17.272758059787677,30,14188.236742686151,2015.7147370797595
223,1027.3802014981156,24455.066046917087,10.55691254934864,0.17519890375962077,22.958705868874738,57,14288.080744329667,6801.656222602063
224,3740.3864502883916,47462.71640754195,24.947488997625058,0.11721606979355831,21.198488406057987,42,13317.212271079872,11330.912032103312
225,2725.5034400490817,23887.729261675504,2.2279995914541644,0.24917335926869866,16.66260438199167,21,6789.824633671555,145.58045695383865
226,2515.4974694529274,33733.66764488385,47.40802858098608,0.901769981484832,19.604434355144985,59,2702.1155737307263,2933.685634722585
